T55 檔案比對版本來源記錄 013001

S:蕭鎮國大德提供, Text as provided by Mr. Hsiao Chen-Kuo
4:北美某大德提供, Text as provided by Anonymous from USA

比對版本  大正經號-冊-頁  版本   日期       卷數  經名                                     【朝代 譯者或作者】            高麗經號-冊
───────────────────────────────────────────────────────────────────
S4        T2145-55-p0001  V1.0   2001/04/01   15  出三藏記集                               【梁 僧祐撰】                  K1053-31
S4        T2146-55-p0115  V1.0   2001/04/01    7  眾經目錄                                 【隋 法經等撰】                K1054-31
S4        T2147-55-p0150  V1.0   2001/04/01    5  眾經目錄                                 【隋 彥琮撰】                       -
S4        T2148-55-p0180  V1.0   2001/04/01    5  眾經目錄                                 【唐 靜泰撰】                  K1056-31
S4        T2149-55-p0219  V1.0   2001/04/01   10  大唐內典錄                               【唐 道宣撰】                  K1057-31
S4        T2150-55-p0342  V1.0   2001/04/01    1  續大唐內典錄                             【唐 道宣撰】                  K1061-31
S4        T2151-55-p0348  V1.0   2001/04/01    4  古今譯經圖紀                             【唐 靖邁撰】                  K1059-31
S4        T2152-55-p0367  V1.0   2001/04/01    1  續古今譯經圖紀                           【唐 智昇撰】                  K1060-31
S4        T2153-55-p0372  V1.0   2001/04/01   15  大周刊定眾經目錄                         【唐 明佺等撰】                K1058-31
S4        T2154-55-p0477  V1.0   2001/04/01   20  開元釋教錄                               【唐 智昇撰】                  K1062-31
S4        T2155-55-p0724  V1.0   2001/04/01    4  開元釋教錄略出                           【唐 智昇撰】                       -
S4        T2156-55-p0748  V1.0   2001/04/01    3  大唐貞元續開元釋教錄                     【唐 圓照集】                  K1398-38
S4        T2157-55-p0771  V1.0   2001/04/01   30  貞元新定釋教目錄                         【唐 圓照撰】                  K1401-38
S4        T2158-55-p1048  V1.0   2001/04/01    1  續貞元釋教錄                             【南唐 恒安集】                K1399-38
S4        T2159-55-p1055  V1.0   2001/04/01    1  傳教大師將來台州錄                       【日本 最澄撰】                     -
S4        T2160-55-p1058  V1.0   2001/04/01    1  傳教大師將來越州錄                       【日本 最澄撰】                     -
S4        T2161-55-p1060  V1.0   2001/04/01    1  御請來目錄                               【日本 空海撰】                     -
S4        T2162-55-p1066  V1.0   2001/04/01    1  根本大和尚真跡策子等目錄                 【】                                -
S4        T2163-55-p1068  V1.0   2001/04/01    1  常曉和尚請來目錄                         【日本 常曉撰】                     -
S4        T2164-55-p1071  V1.0   2001/04/01    1  靈巖寺和尚請來法門道具等目錄             【日本 圓行撰】                     -
S4        T2165-55-p1074  V1.0   2001/04/01    1  日本國承和五年入唐求法目錄               【日本 圓仁撰】                     -
S4        T2166-55-p1076  V1.0   2001/04/01    1  慈覺大師在唐送進錄                       【日本 圓仁撰】                     -
S4        T2167-55-p1078  V1.0   2001/04/01    1  入唐新求聖教目錄                         【日本 圓仁撰】                     -
S4        T2168A55-p1087  V1.0   2001/04/01    1  惠運禪師將來教法目錄                     【日本 惠運撰】                     -
S4        T2168B55-p1089  V1.0   2001/04/01    1  惠運律師書目錄                           【日本 惠運撰】                     -
S4        T2169-55-p1092  V1.0   2001/04/01    1  開元寺求得經疏記等目錄                   【日本 圓珍撰】                     -
S4        T2170-55-p1092  V1.0   2001/04/01    1  福州溫州台州求得經律論疏記外書等目錄     【日本 圓珍撰】                     -
S4        T2171-55-p1095  V1.0   2001/04/01    1  青龍寺求法目錄                           【日本 圓珍撰】                     -
S4        T2172-55-p1097  V1.0   2001/04/01    1  日本比丘圓珍入唐求法目錄                 【日本 圓珍撰】                     -
S4        T2173-55-p1102  V1.0   2001/04/01    1  智證大師請來目錄                         【日本 圓珍撰】                     -
S4        T2174A55-p1108  V1.0   2001/04/01    1  新書寫請來法門等目錄                     【日本 宗叡撰】                     -
S4        T2174B55-p1111  V1.0   2001/04/01    1  禪林寺宗叡僧正目錄                       【】                                -
S4        T2175-55-p1112  V1.0   2001/04/01    1  錄外經等目錄                             【】                                -
S4        T2176-55-p1113  V1.0   2001/04/01    2  諸阿闍梨真言密教部類總錄                 【日本 安然集】                     -
S4        T2177-55-p1132  V1.0   2001/04/01    1  華嚴宗章疏并因明錄                       【日本 圓超錄】                     -
S4        T2178-55-p1135  V1.0   2001/04/01    1  天台宗章疏                               【日本 玄日錄】                     -
S4        T2179-55-p1137  V1.0   2001/04/01    1  三論宗章疏                               【日本 安遠錄】                     -
S4        T2180-55-p1138  V1.0   2001/04/01    1  法相宗章疏                               【日本 平祚錄】                     -
S4        T2181-55-p1140  V1.0   2001/04/01    1  注進法相宗章疏                           【日本 藏俊撰】                     -
S4        T2182-55-p1144  V1.0   2001/04/01    1  律宗章疏                                 【日本 榮穩錄】                     -
S4        T2183-55-p1145  V1.0   2001/04/01    1  東域傳燈目錄                             【日本 永超集】                     -
S4        T2184-55-p1165  V1.0   2001/04/01    3  新編諸宗教藏總錄                         【高麗 義天錄】                     -
───────────────────────────────────────────────────────────────────
